task,start_ns,duration_ns
read_kernel_output,38909405,456933
construct_escape_carry_index,39368532,9358
automaton,39373371,1240153
prepare_kernel_input,39378040,335143
construct_combined_index_npu,39747057,1434570
npu_kernel_run,39939711,396338
read_kernel_output,40336290,465609
construct_escape_carry_index,40804204,8015
automaton,40808863,1183475
prepare_kernel_input,40812319,335935
construct_combined_index_npu,41181767,1467903
npu_kernel_run,41374120,438008
read_kernel_output,41812378,456232
construct_escape_carry_index,42270784,7885
automaton,42275363,1161393
prepare_kernel_input,42278789,337618
construct_combined_index_npu,42649820,1467522
npu_kernel_run,42842023,434080
read_kernel_output,43276343,462233
construct_escape_carry_index,43740790,7234
automaton,43745730,1199165
prepare_kernel_input,43748154,335845
construct_combined_index_npu,44117492,1471930
npu_kernel_run,44309976,434019
read_kernel_output,44744236,461041
construct_escape_carry_index,45207802,7604
automaton,45212230,1236135
prepare_kernel_input,45215546,340573
construct_combined_index_npu,45589563,1466951
npu_kernel_run,45780884,427918
read_kernel_output,46209043,466070
construct_escape_carry_index,46677938,8206
automaton,46681405,1219173
prepare_kernel_input,46686244,336846
construct_combined_index_npu,47056714,1459507
npu_kernel_run,47249097,434451
read_kernel_output,47683798,457935
construct_escape_carry_index,48144318,7725
automaton,48146673,1230574
prepare_kernel_input,48152163,330554
construct_combined_index_npu,48516361,1465628
npu_kernel_run,48711209,432888
read_kernel_output,49144367,458927
construct_escape_carry_index,49605949,7354
automaton,49609646,1213532
prepare_kernel_input,49613443,334993
construct_combined_index_npu,49982200,1468193
npu_kernel_run,50174583,439490
read_kernel_output,50614314,457955
construct_escape_carry_index,51074784,7985
automaton,51078210,1213983
prepare_kernel_input,51083139,333430
construct_combined_index_npu,51450543,1466290
npu_kernel_run,51647335,430163
read_kernel_output,52077758,460219
construct_escape_carry_index,52540362,12043
automaton,52543718,1226266
prepare_kernel_input,52552545,330815
construct_combined_index_npu,52917043,1459728
npu_kernel_run,53109256,433700
read_kernel_output,53543186,461802
construct_escape_carry_index,54007353,7444
automaton,54010970,1216918
prepare_kernel_input,54014917,327829
construct_combined_index_npu,54376931,1458535
npu_kernel_run,54576117,423941
read_kernel_output,55000298,456342
construct_escape_carry_index,55459175,8045
automaton,55462632,1237597
prepare_kernel_input,55467350,334512
construct_combined_index_npu,55835666,1438397
npu_kernel_run,56027859,407209
read_kernel_output,56435309,461882
construct_escape_carry_index,56899676,6983
automaton,56903243,1219313
prepare_kernel_input,56906799,333641
construct_combined_index_npu,57274284,1462773
npu_kernel_run,57467188,428800
read_kernel_output,57896238,463827
construct_escape_carry_index,58362319,7053
automaton,58365986,1228931
prepare_kernel_input,58369482,334172
construct_combined_index_npu,58737357,1434149
npu_kernel_run,58929801,404303
read_kernel_output,59334365,461011
construct_escape_carry_index,59797640,7073
automaton,59800265,1212700
prepare_kernel_input,59804813,333220
construct_combined_index_npu,60171656,1462413
npu_kernel_run,60364451,432627
read_kernel_output,60797328,456863
construct_escape_carry_index,61256566,7534
automaton,61258930,1198794
prepare_kernel_input,61264240,336486
construct_combined_index_npu,61634279,1471129
npu_kernel_run,61826582,433369
read_kernel_output,62260191,465029
construct_escape_carry_index,62727464,7574
automaton,62731241,1212520
prepare_kernel_input,62735148,336606
construct_combined_index_npu,63105558,1461942
npu_kernel_run,63298112,432647
read_kernel_output,63730999,459508
construct_escape_carry_index,64192782,8135
automaton,64196389,1232357
prepare_kernel_input,64201017,329673
construct_combined_index_npu,64567690,1460679
npu_kernel_run,64758651,431414
read_kernel_output,65190326,464628
construct_escape_carry_index,65657498,7785
automaton,65661045,1209174
prepare_kernel_input,65665383,329583
construct_combined_index_npu,66028519,1466500
npu_kernel_run,66220943,434661
read_kernel_output,66655854,459929
construct_escape_carry_index,67117987,14087
automaton,67121584,1270379
prepare_kernel_input,67132615,328570
construct_combined_index_npu,67495159,1471149
npu_kernel_run,67691661,435502
read_kernel_output,68127404,464958
construct_escape_carry_index,68594706,7715
automaton,68598453,1235775
prepare_kernel_input,68602521,329843
construct_combined_index_npu,68966458,1456922
npu_kernel_run,69159213,428148
read_kernel_output,69587612,460910
construct_escape_carry_index,70050817,8085
automaton,70054283,1535000
